fideid, riskscore, gamecount, oprating 
1400339, 137.24780760770616, 27, 2094.703703703704 
1401084, 136.1226029824188, 49, 2232.530612244898 
1401378, 131.5757347753484, 46, 2287.4347826086955 
1401637, 135.9386533196014, 43, 2157.6976744186045 
1402137, 136.10868888275795, 21, 2350.3333333333335 
1402528, 138.1793548129183, 20, 2160.2 
1403109, 138.60013754077485, 21, 2108.714285714286 
1404067, 132.8113994623863, 28, 2179.0714285714284 
1406000, 138.05481897239213, 44, 2392.568181818182 
1406671, 132.3644683975364, 22, 2219.8636363636365 
1407554, 136.8795426749465, 27, 2099.3703703703704 
1407589, 134.46161757183197, 22, 2431.2727272727275 
1408801, 134.35914651763363, 21, 2247.2380952380954 
14100010, 135.5496370459187, 91, 2587.5054945054944 
14100088, 132.41917748233652, 68, 2315.735294117647 
14100100, 134.6135477418423, 59, 2307.813559322034 
14100126, 132.40974093960594, 47, 2320.0851063829787 
14100134, 132.56188923457438, 108, 2247.240740740741 
14100150, 132.88696180240242, 44, 2382.659090909091 
14100363, 133.86470080152756, 43, 2305.813953488372 
14100371, 130.90345672254983, 207, 2394.5072463768115 
14100568, 136.41699911665398, 27, 2144.5185185185187 
14100584, 135.47672705064832, 56, 2301.839285714286 
14100606, 137.48881771098863, 21, 2010.3333333333333 
14100940, 125.06828475464059, 22, 2183.1363636363635 
14101068, 135.9816863953115, 39, 2309.8205128205127 
14101076, 136.30582285924407, 73, 2264.876712328767 
14101181, 133.74392081815017, 112, 2370.3035714285716 
14101289, 134.4043211855425, 48, 2168.3541666666665 
14101513, 134.23447121536395, 123, 2339.788617886179 
14101572, 135.27500485632982, 107, 2410.4766355140187 
14101602, 135.53148158809884, 145, 2310.344827586207 
14101696, 134.93734135624987, 75, 2250.693333333333 
14101866, 131.86162002622675, 43, 2403.9302325581393 
14102196, 134.5057682977342, 44, 2421.6136363636365 
14102536, 137.0166053939483, 129, 2425.7906976744184 
14102560, 134.60798411447482, 112, 2495.7589285714284 
14102749, 138.13943504034916, 24, 2440.625 
14102951, 131.5675297179924, 105, 2537.2571428571428 
14103052, 130.38804402061714, 35, 2474.457142857143 
14103320, 133.2876887908966, 94, 2629.936170212766 
14103400, 134.08574741911787, 25, 2300.08 
14103516, 136.36099252402633, 31, 2396.935483870968 
14104164, 133.64251104772168, 27, 2309.1481481481483 
14104202, 132.76644909802707, 120, 2366.325 
14104369, 134.19889263935323, 79, 2392.5696202531644 
14104466, 133.6530878059045, 87, 2444.1494252873563 
14104547, 133.63677902704114, 24, 2156.5833333333335 
14104555, 134.03537356156122, 99, 2288.7979797979797 
14104652, 135.0148086864875, 43, 2197.1627906976746 
14104741, 134.39231692713815, 32, 2293.65625 
14105080, 134.4709248500767, 23, 2245.521739130435 
14105101, 129.2840378992622, 23, 2141.086956521739 
14105454, 132.50681356901393, 24, 2329.7916666666665 
14105500, 133.19337848637457, 66, 2343.848484848485 
14105730, 132.05837760858213, 197, 2612.6751269035535 
14105870, 138.41597480444233, 28, 2109.3214285714284 
14105985, 138.4084948905805, 30, 2142.5333333333333 
14106248, 136.33745364241966, 76, 2225.6184210526317 
14106736, 136.575414020714, 26, 2270.6153846153848 
14107090, 132.45908075788768, 86, 2519.0697674418607 
14107201, 135.63836060971306, 62, 2464.6612903225805 
14107600, 136.15001188788662, 56, 2224.5714285714284 
14108640, 133.98174492102794, 101, 2278.762376237624 
14108801, 130.50798885954333, 72, 2328.5138888888887 
14109182, 134.24740079273238, 63, 2554.3492063492063 
14109409, 133.56560287568178, 123, 2504.910569105691 
14109468, 127.82759971531452, 30, 2389.633333333333 
14109476, 132.7476305419044, 36, 2334.6388888888887 
14109603, 135.30627412591582, 248, 2727.673387096774 
14109778, 131.91429323243833, 36, 2356.25 
14110040, 134.90076559674137, 55, 2114.5454545454545 
14110911, 137.87635884351263, 138, 2420.81884057971 
14111110, 133.97745027012044, 52, 2313.980769230769 
14111330, 134.9644450253422, 97, 2426.226804123711 
14112035, 135.07204032699275, 99, 2252.4545454545455 
14112639, 131.15205784253547, 47, 2267.127659574468 
14112906, 133.19803721133144, 117, 2515.4700854700855 
14112914, 136.48375805092417, 31, 2160.2903225806454 
14113171, 132.14702827523857, 54, 2386.8888888888887 
14113325, 132.72156071432534, 65, 2472.4 
14113406, 135.51888794839766, 52, 2386.5576923076924 
14113538, 135.3734548565017, 38, 2294.7368421052633 
14114038, 131.48054782242457, 90, 2465.9555555555557 
14114224, 133.65040437495784, 96, 2421.9375 
14114330, 135.33249439239842, 72, 2361.6388888888887 
14114470, 128.4868488892902, 25, 2556.8 
14114550, 133.82838218292858, 129, 2447.5736434108526 
14116502, 133.03907005632811, 168, 2390.3035714285716 
14116588, 129.74037210182095, 27, 2301.259259259259 
14116731, 127.82950372397804, 23, 2434.9565217391305 
14116774, 133.1251091203065, 57, 2280.9473684210525 
14116804, 133.84310001736847, 22, 2425.5454545454545 
14117207, 138.27028838346052, 24, 2465.0 
14117479, 134.31148675937283, 50, 2138.62 
14117517, 133.31515821547427, 33, 2385.242424242424 
14117908, 134.02480983257354, 142, 2494.330985915493 
14118084, 135.24381826753708, 108, 2476.046296296296 
14118734, 134.02551610336192, 48, 2334.9166666666665 
14118823, 134.73835737195267, 59, 2302.9322033898306 
14119005, 137.69387302609144, 36, 2264.8611111111113 
14119137, 134.89380197353972, 78, 2200.602564102564 
14119846, 130.57694155791643, 40, 2332.675 
14120615, 132.78632230683672, 43, 2170.1627906976746 
14120666, 135.02857831323962, 35, 2256.8285714285716 
14121913, 135.13517768516857, 35, 2296.8285714285716 
14122073, 133.2191002964971, 34, 2187.0588235294117 
14122286, 134.06454213249904, 94, 2399.446808510638 
14122480, 134.25504784972455, 64, 2390.3125 
14123622, 138.6185955038582, 107, 2323.03738317757 
14124122, 139.53246034874675, 31, 2208.1290322580644 
14126869, 137.62164756375182, 95, 2217.9894736842107 
14127555, 138.50246865763432, 41, 2320.487804878049 
14129558, 136.7481565459282, 43, 2259.1162790697676 
14129574, 133.30850240995483, 97, 2434.3092783505153 
14132400, 137.87759276056286, 31, 2252.0967741935483 
14133040, 140.23451855705895, 21, 2193.9523809523807 
14137054, 132.7686773839682, 40, 2216.55 
14137186, 133.12177614114077, 27, 2307.3703703703704 
1413864, 133.85001986348482, 44, 2508.6363636363635 
14140667, 130.70322219215169, 53, 2382.1132075471696 
14142368, 132.46979588071846, 24, 2275.0416666666665 
1414291, 134.88996431930417, 46, 2289.2608695652175 
14149494, 135.68563104073434, 59, 2329.7966101694915 
14149893, 135.32876252360117, 35, 2012.942857142857 
14156504, 138.8630386781478, 26, 2313.0 
141607, 131.83451382176654, 36, 2195.3888888888887 
14162261, 132.25746540570793, 26, 2214.1153846153848 
14165414, 131.51109048841658, 74, 2361.445945945946 
1416928, 136.01000469104912, 47, 2427.978723404255 
14200082, 135.61711102709504, 37, 2289.4054054054054 
14200236, 133.61389290248567, 26, 2374.153846153846 
14200244, 129.50119254400067, 37, 2599.189189189189 
14200937, 133.28827096948953, 156, 2487.6346153846152 
14201143, 134.25353827940276, 48, 2454.9583333333335 
14201437, 134.1453832224753, 21, 2076.8571428571427 
14202131, 136.3109619225876, 74, 2352.2972972972975 
14202182, 136.88506797425038, 30, 2107.133333333333 
14202875, 131.67184124952388, 76, 2203.8026315789475 
14203987, 135.77205883508478, 99, 2411.020202020202 
14204118, 135.0394263704632, 163, 2559.6257668711655 
14205483, 131.90226781600794, 66, 2411.6060606060605 
14210363, 132.91705524741838, 27, 1984.5925925925926 
1429221, 128.96020258926174, 27, 2212.8888888888887 
14300133, 132.6172173697626, 22, 2233.0 
14300192, 131.9050346880572, 45, 2368.733333333333 
14300249, 131.53067118574128, 31, 2244.032258064516 
14301938, 132.30312454612422, 23, 2196.7391304347825 
14304562, 131.25894132042333, 24, 2186.4583333333335 
14304600, 133.48594261158337, 47, 2287.2340425531916 
14309017, 132.74237276744554, 30, 2326.6 
14310880, 129.86158399090482, 26, 2091.0 
14319470, 131.64399834370906, 30, 2143.9666666666667 
1438832, 131.30154092526328, 96, 2433.8958333333335 
14400014, 135.23970337177644, 40, 2381.075 
14400030, 132.27598553529316, 34, 2433.470588235294 
14400049, 137.07365984825284, 44, 2284.0227272727275 
14400057, 134.32824149383225, 50, 2328.52 
14400359, 135.1457150427225, 28, 2085.214285714286 
14400553, 134.84919508540372, 25, 2328.08 
14400820, 129.75811023783197, 34, 2228.323529411765 
14401169, 133.468195237579, 25, 2211.68 
14401410, 126.46924334023623, 24, 2323.0 
14402114, 138.14238409482172, 23, 2074.5652173913045 
14402718, 133.28473939507268, 85, 2274.1294117647058 
14403803, 130.21622689779875, 99, 2451.929292929293 
1440640, 132.90982436241353, 77, 2400.5194805194806 
14407701, 137.43542466274332, 26, 2250.576923076923 
14408120, 133.41049825664408, 55, 2256.0363636363636 
14415313, 137.00829408171472, 28, 2096.0714285714284 
1444492, 135.35762392206442, 29, 2196.4827586206898 
1444514, 131.91462537568117, 77, 2278.3506493506493 
1444948, 132.48314733859982, 102, 2435.5392156862745 
1444972, 140.18312194337094, 26, 2062.1923076923076 
14500086, 133.0964519335734, 66, 2361.681818181818 
14500116, 135.54242265518883, 74, 2380.9864864864867 
14500213, 131.79225739157354, 33, 2297.242424242424 
14500299, 130.4186476059143, 78, 2249.5641025641025 
14500310, 133.13225450922985, 87, 2341.310344827586 
14500337, 137.92843031272932, 27, 2195.962962962963 
14500442, 135.21119996011188, 20, 2346.6 
14500450, 137.98485044054374, 21, 2229.714285714286 
14500531, 137.6144665108628, 20, 2170.3 
14500760, 133.11518605203574, 42, 2228.190476190476 
14500850, 134.10508509501088, 69, 2266.4347826086955 
14501074, 138.39396287379384, 22, 2258.909090909091 
14501228, 133.38981888060164, 36, 2323.8888888888887 
14501244, 137.25584286390642, 22, 2253.090909090909 
14501325, 133.93942416500744, 26, 2287.5 
14501333, 133.88130887232958, 21, 2252.3333333333335 
14501546, 135.43064737594966, 22, 2319.5 
14501619, 136.86295252594658, 40, 2113.0 
14502313, 136.20725457801348, 24, 2039.875 
14502550, 130.31203335337506, 23, 2374.0 
14502569, 136.07942474807842, 69, 2517.0434782608695 
14502593, 129.90280288668404, 33, 2167.0 
14502712, 131.30236426052332, 56, 2407.7321428571427 
14502879, 132.91409673120006, 116, 2417.7241379310344 
14502941, 130.1735298185853, 34, 2330.323529411765 
14502968, 134.21930088668776, 24, 2232.75 
14503468, 134.63464817858804, 34, 2255.764705882353 
14503476, 135.92527223275115, 21, 2362.714285714286 
14504081, 129.28297796757565, 43, 2456.9302325581393 
14504480, 137.02567538695706, 30, 2302.6666666666665 
14504650, 143.3500829678714, 34, 2056.0882352941176 
14505096, 130.92091673050956, 28, 2323.535714285714 
14505320, 136.00713326337484, 47, 2405.808510638298 
14505363, 138.26723939102814, 22, 2312.2272727272725 
14506157, 133.4552229432454, 40, 2173.475 
14506254, 134.7677740358855, 124, 2393.282258064516 
14506688, 131.00426693781705, 84, 2500.3928571428573 
14506947, 132.9166030291837, 38, 2318.5789473684213 
14507200, 133.464222823821, 26, 2342.5384615384614 
14507927, 133.027335212451, 155, 2516.8387096774195 
14508150, 131.2551030967396, 183, 2555.912568306011 
14509792, 133.71840147788748, 86, 2455.4651162790697 
14510359, 140.20076723467275, 23, 2085.608695652174 
14510502, 139.01888623786084, 26, 1959.9615384615386 
14513960, 129.20862859506573, 25, 2185.04 
14515555, 135.61253264405858, 24, 2434.3333333333335 
14515580, 134.1318261795852, 38, 2235.7631578947367 
14517825, 136.55393403020088, 25, 2033.72 
14520044, 135.88534249526674, 40, 2421.425 
14526948, 131.83234257967595, 57, 2380.1929824561403 
14527006, 132.56153925256174, 22, 2157.181818181818 
14527146, 131.85076114045475, 51, 2342.3333333333335 
14528576, 139.5106545671572, 23, 1989.695652173913 
14531534, 132.7900143515849, 74, 2455.9594594594596 
14533332, 135.41455769654516, 32, 2301.90625 
14534215, 135.46607958574614, 52, 2133.019230769231 
14538210, 132.46610516082944, 39, 2025.923076923077 
14539063, 138.32067032283345, 24, 1845.0833333333333 
14540100, 135.97140287900228, 51, 2167.372549019608 
14541106, 136.08902313583482, 21, 2221.5238095238096 
1454153, 136.53566817412994, 39, 2093.076923076923 
14543613, 130.81222461708967, 21, 2160.8571428571427 
14600013, 134.7978618819449, 53, 2292.943396226415 
14600099, 136.4260467236116, 30, 2176.6666666666665 
14600129, 138.98410977808217, 21, 2272.714285714286 
14600161, 131.53075756205772, 23, 2054.217391304348 
14600315, 131.0738148391479, 23, 2247.0 
14600498, 139.63159797483, 21, 2115.8571428571427 
14600668, 133.40548211718084, 35, 2250.5714285714284 
14600684, 130.62543984800436, 45, 2368.0666666666666 
14601966, 132.06722481561124, 22, 2230.090909090909 
14602296, 134.4412254756855, 132, 2413.9772727272725 
14602377, 134.48657315707788, 33, 2401.5454545454545 
14602385, 132.43789663227818, 26, 2349.653846153846 
14602709, 134.9597078698219, 49, 2197.326530612245 
14603152, 128.3436471635065, 35, 2514.4285714285716 
14603403, 139.5729347111202, 44, 2033.6363636363637 
14603551, 130.65229210352692, 26, 2286.730769230769 
14603853, 134.21930434689583, 50, 2536.68 
14604299, 134.08013101832208, 36, 2469.277777777778 
14605465, 129.86054641050538, 22, 2197.3636363636365 
14605511, 135.06195063166845, 46, 2203.1304347826085 
14605651, 137.84860150120016, 49, 2339.714285714286 
14605813, 130.29839206194683, 29, 2274.551724137931 
14605848, 132.9427558221497, 32, 2094.25 
14606518, 134.42108321418064, 30, 2312.233333333333 
14607077, 136.6194071860999, 59, 2334.4406779661017 
14607913, 134.2077811964452, 60, 2365.633333333333 
14608162, 137.05894156061638, 59, 2330.2881355932204 
14608391, 134.42172118692014, 80, 2224.85 
14608502, 136.72058506387827, 61, 2406.5409836065573 
14608634, 135.07106887852802, 23, 2347.1304347826085 
14608642, 139.56557209545667, 33, 2176.939393939394 
14609118, 137.87650641732395, 31, 2170.6129032258063 
14609215, 134.19921811449862, 95, 2339.442105263158 
14609843, 138.1859767028561, 36, 2308.277777777778 
14611481, 138.7251494253254, 49, 2104.734693877551 
14613190, 134.4580627856874, 79, 2261.9493670886077 
14613441, 139.680886140653, 49, 2252.183673469388 
14613891, 131.69835648806665, 23, 2277.521739130435 
14613921, 136.76888179411785, 53, 2315.396226415094 
14614189, 135.28875022453286, 30, 2028.4333333333334 
14614324, 135.53874201411176, 55, 2023.1818181818182 
14616696, 136.61971060401783, 23, 1948.5217391304348 
14618583, 133.35016768033069, 64, 2369.28125 
14618818, 130.56312975477354, 26, 2151.4615384615386 
14618850, 130.7487107738144, 25, 2064.4 
14619245, 133.62095706812053, 43, 2140.8372093023254 
14624753, 138.44255490214627, 31, 1902.4516129032259 
14625504, 136.04360158094767, 46, 2026.891304347826 
14627671, 133.79046541977027, 25, 2002.52 
14628708, 131.9132470800707, 34, 2246.0882352941176 
14629461, 131.99651254131305, 29, 2009.1724137931035 
14634058, 135.45199361303185, 37, 1986.4054054054054 
14700077, 131.40872911133343, 37, 2394.027027027027 
14700182, 134.60199503564817, 37, 2234.972972972973 
147222, 131.85775954213096, 63, 2185.6666666666665 
14900017, 130.55267453932206, 56, 2473.714285714286 
14900025, 131.76693305823883, 23, 2392.0434782608695 
14900114, 132.63961696515526, 33, 2223.6969696969695 
14900122, 134.2851842040656, 34, 2289.823529411765 
14900149, 134.79918535623858, 23, 2267.304347826087 
14900513, 131.26417566183775, 38, 2166.342105263158 
14900734, 133.33371105068028, 112, 2228.3214285714284 
14901919, 131.89655382687062, 35, 2173.7714285714287 
14902230, 140.86520594290258, 23, 2150.782608695652 
14902621, 136.20232043152467, 27, 2292.3703703703704 
14903890, 129.32637824909654, 22, 2280.4545454545455 
14907445, 130.4811844883906, 100, 2314.47 
14907518, 133.8371399538064, 54, 2438.8703703703704 
14907526, 133.78521419886513, 105, 2496.609523809524 
14907534, 134.78024829029084, 27, 2377.4814814814813 
14908042, 130.81995138383922, 34, 2379.0588235294117 
14909090, 133.3275048736431, 32, 2471.0 
14909332, 132.3582479462578, 79, 2391.5443037974683 
14909626, 138.61021201466636, 34, 2113.1470588235293 
14915650, 132.95294034161714, 59, 2460.0169491525426 
14918781, 135.98358957017052, 85, 2395.670588235294 
14919362, 136.34546750341823, 24, 2243.9583333333335 
14923432, 133.39647889850852, 70, 2386.285714285714 
14923653, 134.562636621213, 33, 2147.6666666666665 
14925621, 132.7400826017853, 60, 2244.35 
14926970, 132.32049143918817, 88, 2400.9886363636365 
14928558, 138.06901407773296, 33, 2224.6363636363635 
14928752, 133.5663122986519, 92, 2407.4239130434785 
14931729, 136.76141344633655, 30, 2107.866666666667 
14933071, 132.24093516263483, 37, 2094.189189189189 
14933080, 135.31247480926345, 42, 2260.4285714285716 
14933128, 132.99261348824922, 49, 2222.408163265306 
14936372, 134.39699863402237, 83, 2309.6385542168673 
14943450, 134.5922342851274, 23, 2093.8695652173915 
14950596, 134.00698514904695, 40, 2301.375 
15000052, 134.9217766617293, 22, 2062.9545454545455 
15000060, 129.1907362593191, 27, 2210.814814814815 
15000095, 132.19481221081858, 39, 2160.5128205128203 
15000141, 139.5484925871233, 34, 2069.705882352941 
15000257, 131.10477497421888, 36, 2180.1944444444443 
15000290, 136.58373153047148, 43, 2417.6511627906975 
15000443, 134.13392266657448, 25, 1976.6 
15000770, 133.81123798766282, 78, 2274.397435897436 
15000958, 139.3918006576717, 36, 2043.9166666666667 
15001008, 140.69222545944666, 31, 2243.516129032258 
1500104, 133.8169700580581, 24, 2082.2916666666665 
15002187, 132.76902545084764, 30, 2422.5 
15002314, 131.3532525715535, 79, 2318.8354430379745 
15003000, 137.6629871331877, 41, 1924.6097560975609 
15003078, 139.66445553156146, 31, 1773.516129032258 
1500341, 134.26260953746035, 35, 2290.1714285714284 
15003590, 136.03834117444893, 35, 1890.2285714285715 
15003604, 137.76145979185287, 45, 1954.111111111111 
15003892, 136.18593841136286, 37, 2207.5405405405404 
15003973, 137.6564585685502, 25, 2057.16 
15004473, 134.00839612582598, 21, 2012.3333333333333 
15004910, 137.64232546972792, 23, 1935.6521739130435 
15004961, 139.2336419560051, 27, 1782.962962962963 
15005267, 134.33723908936648, 63, 2154.0158730158732 
15005402, 133.12435502320923, 32, 1747.34375 
15006280, 137.666222064185, 25, 1859.44 
15006905, 139.23651152059333, 33, 1784.909090909091 
15007065, 142.0635542091259, 26, 1937.2307692307693 
1500945, 136.60408092078185, 30, 2226.233333333333 
1501720, 136.15000445511524, 25, 2386.28 
1501984, 136.56272392393294, 26, 2387.846153846154 
1502964, 135.2237357353427, 22, 2300.909090909091 
1503014, 134.07229410487065, 259, 2733.2741312741314 
1503707, 135.99383332261314, 104, 2464.2884615384614 
1505424, 132.04280253699943, 48, 2269.8541666666665 
1505530, 133.97647513193158, 25, 2183.0 
1505572, 133.46116357211716, 36, 2308.75 
1506102, 134.16963235320804, 87, 2422.597701149425 
1506536, 135.82514471645075, 68, 2404.970588235294 
1507338, 133.12942784985094, 62, 2342.3225806451615 
1508083, 134.82820306313656, 97, 2371.7938144329896 
1508148, 138.71264790956818, 69, 2285.3478260869565 
1509268, 134.86302758361023, 50, 2343.02 
1509276, 135.5261938029297, 100, 2423.88 
1509500, 137.63021749136163, 71, 2414.605633802817 
1510045, 133.4178423492908, 182, 2543.0714285714284 
1512110, 133.89889692535044, 78, 2355.1794871794873 
1512633, 133.07261918353583, 90, 2382.766666666667 
1512668, 135.00721184087615, 168, 2476.029761904762 
1513060, 137.09260061918263, 43, 2141.3488372093025 
1513338, 135.63802276061517, 83, 2294.879518072289 
1513427, 136.77790574066293, 24, 2208.9166666666665 
1513591, 133.83340932088907, 32, 2148.65625 
1515276, 137.26162574205105, 31, 2257.548387096774 
1516647, 135.62279414479727, 133, 2332.8571428571427 
1517333, 133.8238233351276, 73, 2322.5342465753424 
1518240, 135.88752052118724, 46, 2231.521739130435 
1518500, 139.29385259750012, 28, 2032.6785714285713 
1519042, 132.2821797181243, 55, 2188.8 
1519484, 130.4528071315012, 47, 2323.425531914894 
1519794, 134.07045252438692, 38, 2184.0526315789475 
15200540, 132.89250850281417, 41, 2184.0243902439024 
1520644, 135.58429846540193, 24, 2190.9166666666665 
1520717, 140.14424029842587, 26, 2164.5 
1520814, 125.11909417886578, 30, 2315.9 
1520857, 133.55177493741013, 81, 2322.5308641975307 
1521640, 132.2700749995377, 38, 2121.8684210526317 
1521853, 136.68583879213622, 37, 2177.972972972973 
1521942, 136.45787867068174, 40, 2120.075 
1522965, 137.79033747353108, 75, 2280.64 
1525441, 143.30653820175786, 22, 1896.2272727272727 
1525581, 133.5489124044974, 31, 2018.3225806451612 
1525840, 137.76695572439226, 28, 1942.6785714285713 
1527754, 140.7701692609456, 23, 2063.478260869565 
1528815, 135.2988887125144, 44, 2173.5227272727275 
1530518, 137.82643813260367, 33, 2093.5454545454545 
1532138, 137.3499702746273, 76, 2214.3815789473683 
1532790, 132.8125517984822, 25, 1993.92 
1533533, 131.87318903281883, 48, 2202.7916666666665 
1536680, 133.70490194056774, 23, 2167.3478260869565 
1543156, 135.59006936110606, 23, 1852.1304347826087 
1549499, 138.66856104170483, 30, 1682.0 
15900045, 132.00899614376019, 85, 2428.2 
15900100, 129.5956842632878, 23, 1996.9565217391305 
1600567, 128.35493164046662, 27, 2216.777777777778 
1600800, 133.41551252681288, 24, 2077.4583333333335 
1601520, 134.54392003465486, 30, 1996.4 
1601776, 130.0194689298536, 29, 2343.551724137931 
1602411, 139.64213187796545, 21, 2080.6190476190477 
1606212, 132.69131715665858, 29, 2331.344827586207 
1607138, 134.32666921458517, 26, 2104.3076923076924 
1609580, 133.6955465973995, 26, 2342.1923076923076 
1610856, 134.15914967608413, 90, 2574.7444444444445 
1611100, 127.3403997882515, 25, 2256.68 
1612468, 133.38184435495032, 70, 2397.7428571428572 
1612476, 137.21337326123668, 31, 2314.967741935484 
1613030, 135.34987461381198, 24, 2083.5833333333335 
1613880, 130.8477601304473, 24, 2315.0833333333335 
1617001, 131.48223333694327, 56, 2405.9285714285716 
1618393, 135.4340002606792, 44, 2135.9772727272725 
1618423, 134.10244838686714, 60, 2277.633333333333 
1618741, 134.8140082434904, 27, 2340.074074074074 
1619543, 133.62848610527, 29, 2323.9655172413795 
16201132, 134.08809398487276, 41, 2127.121951219512 
16203534, 139.32045713447926, 30, 1972.9 
1620550, 135.97853159025354, 33, 2278.6060606060605 
16205820, 131.57180291810113, 29, 2284.0 
16208188, 135.49996747571234, 23, 2241.086956521739 
1621645, 129.83853786555878, 65, 2399.8615384615387 
1622080, 136.03528998418952, 37, 2176.7837837837837 
1625594, 133.39769655874477, 33, 2221.2727272727275 
1626191, 130.05968197034642, 38, 2317.6052631578946 
1626671, 135.05322938376491, 24, 2337.7083333333335 
1629220, 135.44896921738624, 40, 2345.6 
16300220, 135.52836954877944, 40, 2449.025 
16301188, 132.5708746983125, 30, 2259.133333333333 
1632051, 133.7392791270364, 162, 2429.4814814814813 
1632078, 133.45320775652687, 21, 1763.6666666666667 
1632094, 134.84010642110607, 59, 2314.5593220338983 
1634852, 133.40275061424208, 140, 2463.057142857143 
1637819, 139.3269359289173, 31, 2118.0 
16400135, 139.0601873677292, 38, 2144.5789473684213 
1640291, 132.19428782490937, 21, 2235.285714285714 
1640305, 134.35164140582697, 52, 2268.153846153846 
1640879, 134.39578836339112, 50, 2211.06 
1642561, 135.5479560174665, 87, 2382.1609195402298 
16500270, 132.97518888471507, 45, 2182.088888888889 
16500350, 132.34898374198258, 25, 2257.72 
16501632, 135.67487622491734, 28, 2040.5714285714287 
16501799, 135.74214622346366, 54, 2229.3888888888887 
16502310, 132.78100778276666, 40, 2242.9 
16502850, 136.8889951528639, 26, 2107.8846153846152 
16502868, 129.70353131715385, 22, 2436.3636363636365 
16503406, 136.89288531988777, 33, 2077.909090909091 
16503589, 126.38324999980027, 44, 2121.681818181818 
16503902, 131.82224021154585, 30, 2038.1 
16503945, 134.28516551177336, 46, 2042.8260869565217 
16504020, 130.07776589816208, 46, 2079.804347826087 
16504194, 137.02447842158105, 25, 1973.72 
1700030, 133.9372231821992, 182, 2347.5494505494507 
1700065, 134.80301003930373, 55, 2223.909090909091 
1700090, 134.99448685391775, 126, 2346.4920634920636 
1700111, 133.11906706551088, 30, 2276.3 
1700120, 130.91038621684882, 60, 2290.2 
1700146, 132.65342146156354, 35, 2387.4857142857145 
1700219, 131.50911007669134, 56, 2338.1071428571427 
1700251, 138.89063853015955, 76, 2284.092105263158 
1700359, 136.45957579867977, 57, 2232.684210526316 
1700367, 131.8337967513252, 56, 2213.375 
1700391, 135.47009489087563, 24, 2156.0833333333335 
1700537, 131.84282540050492, 31, 2209.5806451612902 
1700812, 132.90621619834673, 100, 2385.73 
1700855, 129.89988847913494, 26, 2198.423076923077 
1700987, 132.66935764082007, 26, 2163.230769230769 
1700995, 134.05540433870127, 25, 2172.24 
1701185, 136.03656946473654, 43, 2254.8837209302324 
1701428, 135.14259265853332, 22, 2148.409090909091 
1701509, 136.9132615781027, 22, 2073.818181818182 
1701584, 130.3676129414906, 32, 2123.53125 
1701754, 135.90776712875228, 30, 2369.2 
1702351, 131.6304769938773, 28, 2388.214285714286 
1702440, 134.69757620408512, 21, 2271.0476190476193 
1702866, 134.55800879753437, 63, 2216.777777777778 
1703811, 136.07411607925596, 23, 1931.1739130434783 
1704273, 133.6999401502487, 21, 2239.9523809523807 
1704281, 132.71250673314617, 22, 2127.5 
1704583, 135.25130114899926, 48, 2191.7083333333335 
1705024, 135.14132888279838, 24, 2514.9583333333335 
1705067, 134.0064824661684, 33, 1993.3939393939395 
1705636, 132.9197568976671, 22, 2094.409090909091 
1705814, 134.1248299774051, 56, 2470.589285714286 
1706322, 132.35672702716957, 41, 2149.2926829268295 
1706446, 138.75234228902235, 24, 2497.7083333333335 
1706772, 137.66174061158046, 31, 2073.7741935483873 
1706802, 133.32460950853698, 30, 2206.366666666667 
1706896, 135.16400457627498, 57, 2285.4736842105262 
1707922, 136.2194391301374, 54, 2278.722222222222 
1707930, 140.22321094561008, 52, 2415.6346153846152 
1708830, 138.68386085815632, 88, 2369.318181818182 
1708961, 137.85198099766293, 33, 2248.6060606060605 
1709178, 131.56997629160531, 21, 2346.7619047619046 
1709437, 134.26885610700276, 130, 2354.353846153846 
1709569, 133.2831410673388, 29, 2310.793103448276 
1710400, 133.40194593375398, 130, 2566.123076923077 
1710516, 136.85705408769917, 34, 2301.205882352941 
1711113, 134.2722890370193, 28, 2508.1428571428573 
1711679, 132.44195510535508, 22, 2156.1363636363635 
1713230, 135.03971215731855, 37, 2291.5945945945946 
1714830, 133.50359489060386, 75, 2242.786666666667 
1714848, 136.36275235243102, 24, 2197.9166666666665 
1715011, 129.95289469011675, 36, 2305.472222222222 
1715364, 135.91857732506364, 26, 2246.230769230769 
1721003, 135.91354926670493, 114, 2231.2017543859647 
1721283, 137.1813639289608, 49, 2104.408163265306 
1726315, 134.4245337050297, 30, 2162.266666666667 
1727010, 135.67702364029327, 69, 2167.1739130434785 
1728113, 134.98083759162262, 84, 2213.785714285714 
1728970, 138.0996094644089, 53, 2250.754716981132 
1729519, 135.05530046717087, 39, 2173.102564102564 
1734687, 135.65805310676603, 117, 2265.3846153846152 
1735560, 135.14348589113197, 24, 2108.4166666666665 
1735829, 137.79450017321133, 32, 2035.21875 
1737511, 139.75761663697733, 30, 2086.0 
1741160, 138.59644700540775, 38, 2227.9473684210525 
1741578, 139.0291404538797, 22, 2023.8636363636363 
1741861, 137.381680513134, 25, 2225.24 
1745786, 141.1679598199972, 27, 2191.5925925925926 
1801090, 136.92894495637975, 24, 2203.5416666666665 
1801210, 137.2234947387184, 44, 2196.75 
1801325, 134.76363110742415, 33, 2017.030303030303 
1801430, 126.98005480663946, 30, 2039.6 
