fideid, sex, name, rating, country, title, k, birthday, avrisk, gamecount, oprating 
12940690, M, Keymer Vincent, 2698, GER, GM, 10, 2004, 131.34234996453796, 82, 2559.7804878048782 
12941000, M, Martin Julian, 2396, GER, IM, 10, 2001, 132.63943057655476, 27, 2269.8518518518517 
12941220, M, Oberhofer Cedric, 2274, GER, FM, 20, 2000, 126.81110860898673, 21, 2265.6190476190477 
12942430, M, Muckle Julius, 2399, GER, IM, 10, 2001, 131.6748346533074, 30, 2278.266666666667 
12942766, M, Buckels Valentin, 2449, GER, IM, 10, 2001, 133.82594033749777, 75, 2386.733333333333 
12942839, M, Pajeken Jakob Leon, 2458, GER, IM, 10, 2003, 137.90696605822944, 59, 2337.1525423728813 
12952060, M, Hesse Henrik, 2160, GER, NULL, 20, 2000, 139.00928690863887, 40, 2201.275 
12952087, M, Vuckovic Zarko, 2323, GER, NULL, 20, 2001, 134.74774313039214, 23, 2206.913043478261 
12953474, M, Karsay Pascal, 2290, GER, FM, 20, 2000, 131.83322689488136, 33, 2244.3030303030305 
12954535, M, Hoffmann Sebastian, 2150, GER, NULL, 20, 2000, 137.27967121233283, 21, 2128.809523809524 
12954772, M, Chittka Julius, 2339, GER, FM, 20, 2000, 134.17848470828775, 47, 2245.68085106383 
12955728, M, Stork Oliver, 2340, GER, FM, 20, 2003, 135.63508097845423, 41, 2197.6341463414633 
12956830, F, Schulze Lara, 2277, GER, FM, 20, 2002, 136.45798822264572, 50, 2190.78 
12959243, M, Bethke Richard, 2373, GER, FM, 20, 2005, 136.54574430109216, 29, 2272.0689655172414 
12961523, M, Engel Luis, 2555, GER, GM, 10, 2002, 135.3029804132062, 78, 2389.948717948718 
12962554, F, Ziegenfuss Antonia, 2112, GER, WFM, 40, 2005, 133.61769654750708, 23, 2106.3478260869565 
12962791, M, Wachinger Nikolas, 2434, GER, IM, 10, 2003, 130.66186747827243, 37, 2276.135135135135 
12967068, M, Trifan Andrei Ioan, 2296, GER, FM, 20, 2004, 135.1361846751223, 37, 2191.7297297297296 
12967084, M, Holinka Henning, 2249, GER, NULL, 20, 2002, 133.93598371994386, 25, 2178.64 
12967300, M, Weishaeutel Moritz, 2411, GER, FM, 10, 2004, 129.28151931274843, 34, 2240.735294117647 
12970379, M, Kornitzky Tino, 2147, GER, NULL, 20, 2002, 136.62171252347085, 34, 2194.0588235294117 
12971294, M, Faerber David, 2363, GER, NULL, 20, 2002, 129.6949567824837, 36, 2225.5 
12971367, F, Muetsch Annmarie, 2234, GER, WIM, 20, 2002, 133.76712564162392, 119, 2235.3109243697477 
12973696, M, Everett Elijah, 2202, WLS, NULL, 20, 1998, 127.27696008930708, 24, 2178.2916666666665 
12974684, M, Engel Robert, 2133, GER, NULL, 20, 2002, 136.44058457665216, 25, 2088.8 
12977063, M, Suvorov Alexander, 2343, GER, FM, 20, 2003, 135.3101926820786, 28, 2226.5714285714284 
12984019, M, Browning Alex, 2292, GER, FM, 20, 2001, 131.95994865474336, 21, 2283.809523809524 
12984388, M, Nguyen Alex Dac-Vuong, 2305, GER, FM, 10, 2004, 131.71115051919475, 21, 2094.6666666666665 
12989983, M, Krastev Alexander, 2422, GER, IM, 10, 2005, 132.06256744831646, 43, 2290.5348837209303 
12993077, M, Woelk Tom-Frederic, 2296, GER, FM, 20, 2003, 132.9944192427439, 22, 2186.818181818182 
12993085, M, Koellner Aaron Noah, 2163, GER, NULL, 20, 2002, 137.7220680989872, 27, 2129.1111111111113 
12993093, M, Koellner Ruben Gideon, 2412, GER, IM, 10, 2004, 139.0327838725111, 47, 2263.7872340425533 
12994219, M, Laux Dominik, 2280, GER, FM, 20, 2006, 136.0718010653471, 21, 2150.7619047619046 
1300113, M, Georgiadis Nico, 2577, SUI, GM, 10, 1996, 130.76671729496408, 58, 2567.0862068965516 
1300296, M, Hohler Peter, 2073, SUI, FM, 20, 1941, 132.89116779616785, 25, 2016.92 
1301101, M, Curien Nicolas, 2198, SUI, NULL, 20, 1973, 135.55711052871763, 25, 2180.32 
1301837, M, Pelletier Yannick, 2525, SUI, GM, 10, 1976, 132.55997462358874, 29, 2513.689655172414 
1303759, M, Lampert Jonas, 2537, GER, GM, 10, 1997, 133.65045513432702, 30, 2502.1 
1305620, F, De Seroux Camille, 2064, SUI, WIM, 20, 1993, 134.9023323194492, 79, 2196.012658227848 
1308173, M, Kurmann Oliver, 2453, SUI, IM, 10, 1985, 133.09774339742708, 38, 2415.8947368421054 
1314530, M, Gaehwiler Gabriel, 2413, SUI, IM, 10, 1994, 131.41281808689126, 47, 2379.9574468085107 
1319620, M, Studer Noel, 2582, SUI, GM, 10, 1996, 135.8838685605523, 123, 2438.7479674796746 
13202340, M, Lee Jun Hyeok, 2388, KOR, IM, 10, 1999, 131.25847721098478, 69, 2361.1304347826085 
13202405, M, Kim Jinsoo, 2205, KOR, CM, 20, 1991, 132.88497868050013, 34, 2271.029411764706 
1323725, M, Arcuti Davide, 2348, SUI, FM, 20, 1999, 131.5965015946986, 25, 2348.64 
1328360, M, Fischer Daniel, 2404, SUI, FM, 10, 2003, 136.55218265022336, 37, 2316.837837837838 
13300016, M, Vaganian Rafael A, 2493, ARM, GM, 10, 1951, 133.09344980666384, 57, 2356.4210526315787 
13300202, M, Kagramanianz Vartan, 2235, ARM, IM, 10, 1966, 137.2117385462458, 39, 2270.5128205128203 
13300210, F, Danielian Elina, 2426, ARM, GM, 10, 1978, 135.36880530253342, 190, 2433.8315789473686 
13300270, F, Gevorgyan Maria, 2269, ARM, WGM, 20, 1994, 137.0385928785625, 74, 2257.0810810810813 
13300474, M, Aronian Levon, 2735, USA, GM, 10, 1982, 135.09701152298476, 297, 2730.6363636363635 
13300580, M, Akobian Varuzhan, 2591, USA, GM, 10, 1983, 133.25920509719697, 55, 2620.2181818181816 
13300601, F, Mkrtchian Lilit, 2380, ARM, IM, 10, 1982, 135.97040407856798, 92, 2281.108695652174 
13300857, M, Petrosyan Manuel, 2621, ARM, GM, 10, 1998, 134.91502217429468, 126, 2507.373015873016 
13300865, M, Hovhannisyan Mher, 2417, BEL, GM, 10, 1978, 134.66263659275884, 29, 2397.2758620689656 
13300873, M, Harutjunyan Gevorg, 2380, ARM, GM, 10, 1981, 132.49947185886037, 91, 2327.3956043956046 
13300881, M, Sargissian Gabriel, 2699, ARM, GM, 10, 1983, 136.4375758313816, 119, 2521.915966386555 
13300946, F, Ghukasyan Siranush, 2113, ARM, WIM, 20, 1998, 132.4565132696455, 42, 2278.714285714286 
13301004, M, Grigoryan Karen H., 2623, ARM, GM, 10, 1995, 133.17116376718178, 170, 2391.358823529412 
1330110, M, Baenziger Fabian, 2426, SUI, IM, 10, 2002, 133.13240070150954, 86, 2333.0232558139537 
13301152, M, Movsziszian Karen, 2477, ARM, GM, 10, 1963, 135.19635353325302, 86, 2370.6511627906975 
13301527, M, Gharamian Tigran, 2601, FRA, GM, 10, 1984, 135.20995968341563, 46, 2525.8695652173915 
13301578, M, Pashikian Arman, 2594, ARM, GM, 10, 1987, 134.8006586325982, 61, 2540.901639344262 
13301586, M, Pogosian Vladimir, 1947, ARM, NULL, 20, 1963, 130.97599973275936, 24, 2139.5416666666665 
13301616, M, Petrosian Tigran L., 2551, ARM, GM, 10, 1984, 132.43625794780954, 84, 2539.904761904762 
13301918, F, Abrahamyan Tatev, 2312, USA, WGM, 20, 1988, 134.2612537325274, 53, 2376.9245283018868 
13301993, M, Babujian Levon, 2373, ARM, GM, 10, 1986, 137.155056719835, 53, 2342.245283018868 
13302000, M, Andriasian Zaven, 2580, ARM, GM, 10, 1989, 132.96991088887094, 177, 2497.4745762711864 
13302485, M, Melkumyan Hrant, 2645, ARM, GM, 10, 1989, 134.04853235470807, 117, 2553.076923076923 
13302507, M, Hovhannisyan Robert, 2597, ARM, GM, 10, 1991, 133.60490015959294, 61, 2518.5081967213114 
13302531, M, Ter-Sahakyan Samvel, 2605, ARM, GM, 10, 1993, 133.6756677871632, 131, 2456.2748091603053 
13303139, M, Baghdasaryan Vahe, 2250, ARM, GM, 10, 1993, 132.14251978961602, 37, 2383.2432432432433 
13303244, M, Gevorgyan David Sh., 2275, ARM, IM, 10, 1991, 131.70605321659204, 25, 2264.64 
13303279, M, Gharagyozyan Artur, 2000, ARM, NULL, 20, 1987, 129.69830317377844, 40, 2307.525 
13303635, M, Harutyunyan Tigran K., 2504, ARM, GM, 10, 1997, 134.00532123370022, 99, 2395.89898989899 
13303732, M, Gabuzyan Hovhannes, 2586, ARM, GM, 10, 1995, 131.72379277810668, 84, 2478.690476190476 
13304380, M, Shahinyan David, 2432, ARM, IM, 10, 1994, 136.0817738844229, 27, 2349.222222222222 
13304585, M, Barseghyan Harutyun, 2439, FRA, IM, 10, 1998, 134.5612463583797, 62, 2395.2903225806454 
13304828, M, Danielyan Vahe, 2307, ARM, IM, 10, 1997, 135.39730776960207, 40, 2386.75 
13304852, M, Mikaelyan Arman, 2556, ARM, GM, 10, 1996, 135.0354179452739, 69, 2354.5652173913045 
13306553, M, Martirosyan Haik M., 2682, ARM, GM, 10, 2000, 134.94727151044683, 126, 2490.5476190476193 
13306677, M, Hakobyan Aram, 2613, ARM, GM, 10, 2001, 131.15110352714697, 77, 2492.285714285714 
1330667, M, Chennaoui Yasin, 2102, SUI, NULL, 20, 2003, 140.90378181863784, 38, 2233.0789473684213 
13306685, M, Hoghmrtsyan Artur, 2271, ARM, FM, 20, 2000, 136.85241177642004, 24, 2349.1666666666665 
13306707, M, Barseghyan Armen Ar., 2403, ARM, IM, 10, 2003, 131.78770111362434, 52, 2307.5 
13306766, M, Sargsyan Shant, 2645, ARM, GM, 10, 2002, 135.05664017902285, 135, 2460.0 
13307550, M, Parvanyan Ashot, 2438, GER, IM, 10, 2001, 134.84014506349226, 58, 2385.2241379310344 
13308130, F, Sargsyan Anna M., 2384, ARM, IM, 10, 2001, 134.49929381853684, 125, 2371.816 
13308300, M, Gharibyan Mamikon, 2470, ARM, IM, 10, 2004, 133.4214100754014, 60, 2316.2166666666667 
13308327, M, Davtyan Artur, 2517, ARM, IM, 10, 2002, 133.8839513908187, 81, 2357.641975308642 
13308998, M, Yeremyan Alen, 2287, ARM, FM, 20, 2003, 136.50130570850683, 23, 2347.695652173913 
13309951, M, Gevorgyan Albert, 2152, ARM, NULL, 20, 2003, 139.52727359139763, 21, 2295.095238095238 
13310046, M, Davtyan David Arm., 2329, ARM, FM, 20, 2003, 135.19230263312534, 27, 2182.1481481481483 
13310780, F, Khachatryan Anna, 2031, ARM, WFM, 20, 2002, 136.14091718502002, 22, 2193.909090909091 
13310828, F, Mkrtchyan Mariam, 2334, ARM, WIM, 20, 2004, 138.0095701393851, 33, 2030.2727272727273 
13311328, M, Sargsyan Tigran R., 2262, ARM, NULL, 20, 2003, 137.02284123635678, 41, 2249.0243902439024 
1331132, M, Stijve Theo, 2363, SUI, FM, 20, 2001, 135.16475662713137, 45, 2317.2 
13311751, F, Hakobyan Astghik, 2035, ARM, NULL, 40, 2005, 139.05271530948787, 28, 1902.5 
1331973, F, Georgescu Lena, 2269, SUI, WIM, 20, 1999, 137.33070059277313, 57, 2272.2280701754385 
1332350, F, Pellicoro Nathalie, 1869, SUI, NULL, 20, 2001, 136.28108963624734, 39, 2060.871794871795 
1334263, M, Fecker Noah, 2371, SUI, FM, 20, 2004, 131.94382343375574, 34, 2271.0 
13400061, M, Guliev Logman, 2261, AZE, IM, 10, 1974, 127.8902336252897, 35, 2218.285714285714 
13400215, M, Aghamaliyev Cemil, 2482, TUR, GM, 10, 1974, 132.09941410113905, 26, 2390.5384615384614 
13400304, M, Mirzoev Azer, 2462, AZE, GM, 10, 1978, 135.82916801773428, 139, 2264.9424460431655 
13400312, M, Iskandarov Misratdin, 2598, AZE, GM, 10, 1995, 132.48882988062707, 42, 2399.6190476190477 
13400363, M, Guliyev Namig, 2536, AZE, GM, 10, 1974, 134.7157905977647, 102, 2414.0098039215686 
13400843, F, Soyunlu Narmin, 2013, AZE, WFM, 20, 1996, 135.54275771902388, 32, 2201.8125 
13400924, M, Radjabov Teimour, 2747, AZE, GM, 10, 1987, 133.46900549268133, 77, 2732.3636363636365 
13401033, M, Mammadov Zaur, 2380, AZE, GM, 10, 1994, 134.44693469412982, 41, 2278.048780487805 
13401319, M, Mamedyarov Shakhriyar, 2741, AZE, GM, 10, 1985, 132.74412839900336, 282, 2734.627659574468 
13401378, M, Guseinov Gadir, 2661, AZE, GM, 10, 1986, 134.05127206151704, 175, 2511.7885714285712 
13401416, M, Sadikhov Ulvi, 2490, AZE, GM, 10, 1998, 130.49061897417616, 35, 2443.4857142857145 
13401521, F, Mamedjarova Zeinab, 2249, AZE, WGM, 20, 1983, 138.0738078759742, 65, 2261.369230769231 
13401653, M, Mamedov Rauf, 2646, AZE, GM, 10, 1988, 132.65156752526246, 183, 2587.415300546448 
13401807, F, Abdulla Khayala, 2220, AZE, WGM, 20, 1993, 132.93471297842953, 33, 2156.969696969697 
13402005, F, Mamedjarova Turkan, 2244, AZE, WGM, 20, 1989, 133.12010978585198, 64, 2285.640625 
13402129, M, Safarli Eltaj, 2616, AZE, GM, 10, 1992, 133.2772910620613, 165, 2532.721212121212 
13402153, M, Eminov Orkhan, 2251, TUR, FM, 20, 1989, 132.64495686172347, 27, 2292.1481481481483 
13402390, M, Rasulov Vugar, 2525, AZE, GM, 10, 1991, 133.26331120051952, 38, 2377.7631578947367 
13402463, M, Sevdimaliyev Urfan, 2210, AZE, GM, 10, 1989, 131.64879349982587, 64, 2224.921875 
13402714, M, Abdulov Orkhan, 2401, AZE, IM, 10, 1988, 131.41703890712563, 36, 2355.0 
13402960, M, Abasov Nijat, 2646, AZE, GM, 10, 1995, 132.6082242172396, 92, 2593.641304347826 
13403028, M, Bajarani Ulvi, 2423, AZE, GM, 10, 1995, 133.61528851905635, 89, 2360.0224719101125 
13403036, M, Rzayev Bahruz, 2330, AZE, IM, 10, 1993, 128.84820013034272, 30, 2161.8333333333335 
13403052, F, Fataliyeva Ulviyya, 2428, AZE, IM, 10, 1996, 138.67105530429924, 67, 2342.492537313433 
13403508, F, Mammadova Gulnar, 2376, AZE, IM, 10, 1991, 135.8375742769221, 77, 2323.5064935064934 
13403710, F, Mammadova Narmin, 2221, AZE, WIM, 20, 1999, 128.2936742808128, 36, 2270.027777777778 
13403729, F, Mammadzada Gunay, 2472, AZE, IM, 10, 2000, 137.25345580541727, 82, 2342.4268292682927 
13405764, M, Asadli Vugar, 2567, AZE, GM, 10, 2001, 131.82343739795803, 87, 2411.1954022988507 
13406388, M, Shahaliyev Ismayil, 2406, AZE, IM, 10, 1999, 137.10130463546184, 21, 2327.285714285714 
13406396, F, Balajayeva Khanim, 2379, AZE, WGM, 20, 2001, 135.12802184851404, 49, 2310.591836734694 
13406671, M, Garayev Kanan, 2344, AZE, IM, 10, 2002, 136.46299096603715, 45, 2314.6222222222223 
13406809, M, Bashirli Nail, 2348, AZE, IM, 10, 2000, 136.03554053918373, 59, 2344.5423728813557 
13408771, M, Mustafayev Farid, 2292, AZE, FM, 20, 2004, 137.44582385684248, 29, 2316.3793103448274 
13408798, M, Gasimov Parviz, 2326, AZE, IM, 10, 2000, 135.40098508884412, 24, 2333.7083333333335 
13409301, M, Muradli Mahammad, 2540, AZE, GM, 10, 2003, 132.15237677926737, 84, 2331.1666666666665 
13409980, M, Aliyev Ravan, 2313, AZE, FM, 20, 2002, 132.66903596837508, 42, 2296.714285714286 
13410229, M, Ibrahimli Murad, 2416, AZE, IM, 10, 2002, 131.85608996900413, 29, 2375.5172413793102 
13410547, M, Atakishiyev Elmar, 2303, AZE, FM, 20, 2004, 133.4669921770366, 26, 2311.923076923077 
13410814, M, Manafov Vugar, 2359, AZE, FM, 20, 2004, 127.65352056259592, 35, 2194.457142857143 
13413007, M, Ahmadzada Ahmad, 2493, AZE, IM, 10, 2004, 133.29642406841572, 71, 2337.957746478873 
13413015, F, Beydullayeva Govhar, 2387, AZE, WGM, 20, 2003, 134.2665525134822, 54, 2169.5185185185187 
13413554, M, Babazada Khazar, 2470, AZE, IM, 10, 2005, 130.68774064693434, 36, 2232.8611111111113 
13413562, M, Eynullayev Altay, 2214, AZE, FM, 20, 2004, 137.29577844356416, 30, 2339.4333333333334 
13413570, M, Eynullayev Atilla, 2281, AZE, FM, 20, 2004, 131.2184115883941, 37, 2340.945945945946 
13413937, M, Suleymanli Aydin, 2543, AZE, GM, 10, 2005, 134.99739725992376, 111, 2416.018018018018 
13416197, M, Ilyasli Ughur, 2223, AZE, FM, 20, 2004, 136.08913380673044, 31, 2285.7419354838707 
13417444, M, Samadov Read, 2450, AZE, FM, 10, 2007, 139.2723851468116, 29, 2272.689655172414 
13500023, M, Kovalev Andrei, 2462, BLR, GM, 10, 1961, 132.83568980916883, 24, 2274.4166666666665 
13500139, M, Aleksandrov Aleksej, 2475, BLR, GM, 10, 1973, 134.3261443114028, 143, 2449.3496503496503 
13500210, F, Eidelson Rakhil, 1787, BLR, WGM, 20, 1958, 130.82116310772324, 30, 2029.3333333333333 
13500325, M, Tihonov Jurij, 2347, BLR, GM, 10, 1978, 126.54977161984185, 30, 2205.133333333333 
13500465, M, Fedorov Alexei, 2478, BLR, GM, 10, 1972, 133.2238044561327, 76, 2404.342105263158 
13501429, M, Teterev Vitaly, 2377, BLR, GM, 10, 1983, 132.8178651659874, 24, 2366.0416666666665 
13501470, M, Azarov Sergei, 2562, FID, GM, 10, 1983, 133.40297505414227, 109, 2517.1926605504586 
13501720, M, Maiorov Nikita, 2464, FID, GM, 10, 1985, 135.22072062124917, 101, 2384.762376237624 
13502247, M, Zhigalko Andrey, 2509, BLR, GM, 10, 1985, 134.90136802253747, 48, 2400.8333333333335 
13502956, M, Zhigalko Sergei, 2572, BLR, GM, 10, 1989, 132.81880967336446, 101, 2517.5544554455446 
13503111, M, Samsonkin Artiom, 2421, CAN, IM, 10, 1989, 134.13076382148722, 59, 2472.6949152542375 
13503391, M, Gurbanov Andrei, 2275, ISR, IM, 20, 1986, 131.66239360189877, 30, 2184.4333333333334 
13503650, M, Cherepov Alexej, 2140, BLR, NULL, 20, 1982, 131.34094188315098, 29, 2186.9310344827586 
13503928, M, Filipets Egor, 2293, BLR, FM, 20, 1998, 131.0227104560188, 25, 2288.88 
13503936, M, Pogosian Manvel, 2339, BLR, FM, 10, 1991, 141.50554717921287, 28, 2238.785714285714 
13503979, M, Oblamski Vladimir, 2008, BLR, NULL, 20, 1952, 134.04700484427536, 26, 2204.153846153846 
13504037, M, Gorovets Andrey, 2494, BLR, GM, 10, 1987, 134.44598472215094, 33, 2409.848484848485 
13504398, M, Kovalev Vladislav, 2623, FID, GM, 10, 1994, 134.56498284725276, 162, 2530.4876543209875 
13506862, M, Nikitenko Mihail, 2484, BLR, GM, 10, 2000, 131.88167670849506, 70, 2360.0142857142855 
13507443, M, Kazakouski Valery, 2540, LTU, GM, 10, 2000, 134.47110058312467, 56, 2363.8571428571427 
13509373, M, Zarubitski Viachaslau, 2459, BLR, IM, 10, 2002, 134.31757111119677, 149, 2363.7248322147652 
13509926, F, Badelka Olga, 2416, RUS, IM, 10, 2002, 132.88875474835268, 154, 2292.064935064935 
13510770, M, Papunidi Matvey, 2061, BLR, NULL, 40, 2004, 133.19375505013895, 54, 2204.5 
13511173, M, Tsaruk Maksim, 2373, BLR, FM, 10, 2005, 136.2698448058966, 64, 2177.875 
13511564, M, Runets Ivan, 2176, BLR, FM, 20, 2004, 133.19300081459156, 34, 2178.705882352941 
13512269, M, Siniauski Artsiom, 2196, BLR, FM, 20, 2006, 137.6723817937425, 63, 2215.3492063492063 
13512595, M, Vainerchuk Barys, 2068, BLR, NULL, 40, 2005, 130.54272880149864, 46, 2203.891304347826 
13512617, F, Zeliantsova Kseniya, 2046, BLR, WFM, 40, 2005, 134.84550175820732, 30, 1896.1666666666667 
13513656, M, Silich Yahor, 2216, BLR, FM, 20, 2006, 133.09132312791732, 46, 2141.586956521739 
13514075, M, Navumenka Mikhei, 2165, BLR, CM, 40, 2007, 136.46782516098347, 27, 2036.7777777777778 
13515110, M, Lazavik Denis, 2529, BLR, GM, 10, 2006, 137.3428583253357, 86, 2359.4883720930234 
13517082, F, Shaban Aliaksandra, 1715, BLR, NULL, 40, 2006, 134.61975499373372, 24, 1878.5 
13518313, F, Poliakova Varvara, 2013, BLR, WFM, 40, 2005, 136.61045335553882, 35, 1917.942857142857 
13600036, F, Chiburdanidze Maia, 2500, GEO, GM, 10, 1961, 138.704946793073, 21, 2305.4285714285716 
13600095, M, Sturua Zurab, 2522, GEO, GM, 10, 1959, 136.78594186371961, 28, 2331.4285714285716 
13600125, F, Gaprindashvili Nona, 2268, GEO, GM, 10, 1941, 139.88112448127004, 29, 2122.0 
13600133, M, Bagaturov Giorgi, 2412, GEO, GM, 10, 1964, 134.82709946564063, 45, 2301.1111111111113 
13600168, F, Arakhamia-Grant Ketevan, 2327, SCO, GM, 10, 1968, 134.9799906075901, 60, 2162.016666666667 
13600966, M, Mchedlishvili Mikheil, 2558, GEO, GM, 10, 1979, 132.63540276983284, 39, 2306.641025641026 
13601091, M, Gaprindashvili Valeriane, 2343, GEO, GM, 10, 1982, 133.87609192123054, 41, 2302.2195121951218 
13601202, M, Mgeladze Tamaz, 2388, GEO, IM, 10, 1981, 136.8948840101495, 33, 2351.212121212121 
13601270, M, Shengelia David, 2466, AUT, GM, 10, 1980, 133.61720144658173, 39, 2448.6666666666665 
13601377, F, Matnadze Bujiashvili Ann, 2387, ESP, IM, 10, 1983, 137.61285795652122, 73, 2285.821917808219 
13601440, F, Gvetadze Sofio, 2298, GEO, IM, 10, 1983, 137.95167244094188, 62, 2346.0806451612902 
13601458, F, Javakhishvili Lela, 2455, GEO, IM, 10, 1984, 132.61494113244942, 63, 2359.4126984126983 
13601520, M, Jobava Baadur, 2578, GEO, GM, 10, 1983, 132.74568393525726, 154, 2494.461038961039 
13601717, F, Maisuradze Nino, 2237, FRA, WGM, 20, 1982, 135.3404241869032, 48, 2174.5208333333335 
13601733, M, Izoria Zviad, 2602, USA, GM, 10, 1984, 133.31114907045045, 30, 2463.1666666666665 
13601741, M, Arutinian David, 2549, GEO, GM, 10, 1984, 135.15896686700887, 59, 2453.9830508474574 
13601750, M, Chkhaidze Nikoloz, 2219, GEO, FM, 20, 1982, 136.69494457428274, 52, 2239.096153846154 
13601784, M, Shanava Konstantine, 2498, GEO, GM, 10, 1985, 135.48809683408615, 62, 2292.5967741935483 
13601865, M, Aroshidze Levan, 2522, ESP, GM, 10, 1985, 131.2787517111388, 25, 2391.48 
13601903, F, Dzagnidze Nana, 2517, GEO, GM, 10, 1987, 132.6603202249511, 143, 2439.020979020979 
13601938, M, Akhvlediani Irakli, 2437, GEO, FM, 10, 2000, 123.46118712158771, 24, 2382.0416666666665 
13602055, F, Khukhashvili Sopiko, 2332, GEO, IM, 10, 1985, 133.2852536351847, 32, 2301.65625 
13602071, M, Pantsulaia Levan, 2597, GEO, GM, 10, 1986, 130.95610614380166, 129, 2454.1007751937987 
13602250, M, Quparadze Giga, 2470, GEO, GM, 10, 1987, 136.73654437412523, 147, 2471.1632653061224 
13602276, M, Maghalashvili Davit, 2444, GEO, GM, 10, 1987, 134.52140504248007, 72, 2345.347222222222 
13602446, F, Melia Salome, 2366, GEO, IM, 10, 1987, 135.70179530323347, 38, 2266.3947368421054 
13602535, M, Morchiashvili Bachana, 2288, GEO, IM, 10, 1984, 133.80391382618174, 29, 2320.896551724138 
13602543, M, Jojua Davit, 2557, GEO, GM, 10, 1989, 133.93268871837674, 55, 2426.8545454545456 
13602608, M, Sanikidze Tornike, 2455, GEO, GM, 10, 1989, 130.12159485548497, 52, 2362.403846153846 
13602640, F, Khotenashvili Bela, 2485, GEO, GM, 10, 1988, 134.28941254523266, 94, 2414.468085106383 
13602799, M, Sibashvili Giorgi, 2408, GEO, IM, 10, 1998, 131.91848548688898, 80, 2249.225 
13602853, M, Tutisani Noe, 2434, GEO, IM, 10, 1998, 133.26695751169967, 61, 2384.622950819672 
13602926, M, Margvelashvili Giorgi, 2530, GEO, GM, 10, 1990, 131.2505876384185, 31, 2520.8387096774195 
13602934, M, Paichadze Luka, 2514, GEO, GM, 10, 1991, 133.89409942040805, 108, 2445.675925925926 
13602993, F, Batsiashvili Nino, 2467, GEO, GM, 10, 1987, 136.57621552114182, 122, 2376.4262295081967 
13603078, M, Nigalidze Gaioz, 2464, GEO, IM, 10, 1989, 132.98491167149152, 41, 2307.756097560976 
13603086, M, Benidze Davit, 2382, GEO, GM, 10, 1991, 130.49006578728807, 53, 2321.509433962264 
13603108, F, Mikadze Miranda, 2197, GEO, WGM, 20, 1989, 131.85224202974032, 36, 2274.6666666666665 
13603191, F, Khomeriki Nino, 2293, GEO, WGM, 20, 1998, 136.65937175869843, 79, 2306.506329113924 
13603264, M, Bregadze Levan, 2434, GEO, IM, 10, 1992, 129.88460134740893, 22, 2316.5 
13603434, F, Tsatsalashvili Keti, 2303, GEO, WGM, 20, 1992, 133.79018682665105, 27, 2310.5925925925926 
13603450, M, Lomsadze Davit, 2292, GEO, GM, 10, 1991, 133.97182073092344, 56, 2352.6071428571427 
13603647, M, Javakhadze Zurab, 2481, GEO, IM, 10, 1993, 134.23460237097066, 24, 2368.5833333333335 
13604040, F, Arabidze Meri, 2421, GEO, IM, 10, 1994, 135.1377631341493, 96, 2359.7708333333335 
13604058, M, Lortkipanidze Nodar, 2393, GEO, IM, 10, 1994, 137.04411825011888, 39, 2340.25641025641 
13604376, M, Volkov Nika, 2179, GEO, NULL, 20, 1994, 137.81665164714767, 52, 2421.7884615384614 
13608207, M, Oboladze Luka, 2405, GEO, IM, 10, 2002, 135.35636287902207, 49, 2371.795918367347 
13611216, M, Petriashvili Nikoloz, 2441, GEO, IM, 10, 2002, 132.96158601814264, 54, 2406.5 
13614576, F, Pipia Ekaterine, 1952, GEO, NULL, 20, 2003, 133.97831021486883, 27, 2010.037037037037 
13700090, F, Saduakassova Dinara, 2434, KAZ, IM, 10, 1996, 135.09767730630216, 114, 2423.6052631578946 
13700278, M, Kotsur Pavel, 2478, KAZ, GM, 10, 1974, 132.93415106068025, 29, 2368.344827586207 
13700316, M, Kazhgaleyev Murtas, 2507, KAZ, GM, 10, 1973, 132.59202652072614, 73, 2535.986301369863 
13700340, M, Nukin Tolegen, 1815, KAZ, IM, 20, 1948, 133.67320132560738, 28, 2247.0714285714284 
13700405, M, Anistratov Dmitriy, 2257, KAZ, FM, 20, 1974, 137.29739153016567, 21, 2360.3333333333335 
13700421, M, Egorov Evgeny, 2294, KAZ, IM, 10, 1973, 134.16099500133652, 22, 2229.1363636363635 
13700669, M, Kostenko Petr, 2374, KAZ, GM, 10, 1976, 133.64383380823486, 104, 2403.0096153846152 
13701525, M, Ismagambetov Anuar, 2520, KAZ, GM, 10, 1986, 130.80866407561226, 60, 2537.8333333333335 
13701703, M, Khusnutdinov Rustam, 2441, KAZ, GM, 10, 1987, 133.90481072572655, 49, 2527.918367346939 
13701797, M, Nugumanov Bakhtiyar, 2354, KAZ, IM, 10, 1990, 131.98022455868605, 28, 2341.535714285714 
13702114, F, Ankudinova Yelena, 1990, KAZ, WGM, 20, 1962, 138.49612704419874, 27, 2145.777777777778 
13702467, M, Utegaliyev Azamat, 2473, KAZ, NULL, 10, 1991, 135.77442717660477, 78, 2455.24358974359 
13702661, M, Jumabayev Rinat, 2620, KAZ, GM, 10, 1989, 133.91562456653844, 142, 2561.781690140845 
13702971, F, Dauletova Gulmira, 2260, KAZ, WGM, 20, 1988, 137.75283055237855, 89, 2250.2359550561796 
13703404, M, Igambergenov Alibek, 2420, KAZ, IM, 10, 1995, 132.45506968495002, 37, 2380.3783783783783 
