fideid, sex, name, rating, country, title, k, birthday, avrisk, gamecount, oprating 
24183555, M, Afanasiev Nikita, 2569, RUS, GM, 10, 2000, 136.76430760331058, 121, 2459.3553719008264 
24183750, M, Lobanov Sergei, 2536, RUS, GM, 10, 2001, 132.85926800053954, 160, 2425.4 
24183814, M, Terentev Mikhail, 2025, RUS, NULL, 20, 1988, 133.60964225579866, 22, 2059.0454545454545 
24185949, M, Ivlev Aleksey, 2315, RUS, FM, 20, 1998, 135.9738326321273, 55, 2363.7090909090907 
24188468, M, Minko Dmitry, 2247, FID, FM, 20, 2004, 135.60381243032467, 32, 2196.125 
24189820, M, Mnatsakanian Arsen, 2196, RUS, FM, 20, 2002, 137.11195456100037, 39, 2285.153846153846 
24194697, M, Tsoi Dmitry, 2355, RUS, FM, 10, 2004, 135.87454114544695, 99, 2348.222222222222 
24195812, M, Skatchkov Valery, 2248, RUS, FM, 20, 2004, 137.444673237317, 51, 2252.078431372549 
24198455, M, Nesterov Arseniy, 2567, FID, GM, 10, 2003, 136.15542677606132, 105, 2452.495238095238 
24198897, M, Yangutov Aleksey, 2183, RUS, NULL, 20, 2002, 133.70248406493377, 36, 2269.3888888888887 
24198978, M, Bykov Oleg, 2376, RUS, NULL, 10, 2001, 130.65338206399417, 46, 2340.5652173913045 
24199052, M, Salemgareev Tagir, 2466, RUS, IM, 10, 2002, 133.2196800027595, 41, 2425.170731707317 
24199273, M, Klukin Kirill, 2390, RUS, IM, 10, 2000, 130.88202050576018, 36, 2261.3888888888887 
24199443, M, Ofitserian Boris, 2362, RUS, IM, 10, 2000, 131.09804203026837, 33, 2400.242424242424 
24206989, M, Galiev Ernest, 1750, RUS, NULL, 40, 2008, 136.76986710512907, 25, 2046.32 
24218162, F, Shevtsova Stefania, 1555, FID, NULL, 40, 2005, 132.48557536082257, 24, 1801.4583333333333 
242314, M, Van Malder Dries, 2183, BEL, NULL, 20, 2002, 134.26062776018543, 34, 2116.294117647059 
24257109, M, Usov Aleksandr E., 2215, RUS, FM, 20, 2010, 138.65552513135597, 48, 2298.1875 
24276120, F, Svergina Sofya, 1885, RUS, WCM, 40, 2009, 137.45956267845628, 21, 2014.8095238095239 
243426, M, Godde Matthias, 2048, BEL, NULL, 20, 2002, 136.94781565600167, 22, 2022.0 
24510793, M, Luque Saiz Andres, 2286, ESP, FM, 20, 2005, 138.0197286258134, 21, 2219.0 
24512451, M, Rodriguez Del Cerro Ricardo, 2094, ESP, NULL, 20, 2003, 141.76762064594425, 27, 2247.5555555555557 
24513407, M, Lopez Mijail Nicolas, 2179, ESP, NULL, 20, 2002, 137.5444197389745, 21, 2131.8571428571427 
24516422, M, Maldonado Mena German, 2089, ESP, NULL, 40, 2006, 134.80438509209367, 21, 2004.6190476190477 
24520470, M, Diaz Mino Pablo, 2234, ESP, FM, 20, 2003, 135.63668396952488, 23, 2212.6521739130435 
24522767, M, Merario Alarcon Andres, 2421, ESP, IM, 10, 1996, 131.17191988839923, 47, 2293.6382978723404 
24526134, M, Tadevosyan Aspet, 2192, ESP, CM, 40, 2005, 137.5753241160862, 24, 2144.375 
24536350, F, Sosa Suarez Carla Cristina, 2055, ESP, WFM, 20, 2002, 138.3533491056737, 41, 2078.048780487805 
24537675, M, Ruiz Buendia Miguel, 2260, ESP, FM, 20, 2005, 139.13133502714524, 24, 2065.7083333333335 
24558885, M, Guillermo Gonzalez Alvaro, 2203, ESP, NULL, 40, 2004, 135.9164634290072, 25, 2056.48 
24561444, M, Martin Barcelo Carles, 2176, ESP, FM, 20, 2004, 135.01711144287276, 38, 2127.9210526315787 
24596728, M, Lazaro Pujol Abel, 2348, ESP, FM, 20, 2002, 130.7414794062417, 24, 2156.0 
24603295, M, Donchenko Alexander, 2645, GER, GM, 10, 1998, 135.27865898026621, 228, 2500.5394736842104 
24603929, M, Kvetny Mark, 2408, GER, IM, 10, 1997, 138.04880656301302, 23, 2377.1739130434785 
24604747, M, Huschenbeth Niclas, 2598, GER, GM, 10, 1992, 133.7911635057131, 90, 2581.6 
24605417, M, Abel Dennes, 2392, GER, IM, 10, 1989, 133.2232768369215, 23, 2445.0434782608695 
24605611, F, Fuchs Judith, 2235, GER, WGM, 20, 1990, 137.09493272703995, 28, 2239.1071428571427 
24606812, F, Papp Sarah, 2294, GER, WGM, 10, 1988, 134.21654651567596, 49, 2300.673469387755 
24614386, M, Carlstedt Jonathan, 2430, GER, IM, 10, 1990, 132.67095302799927, 45, 2256.3555555555554 
24614734, M, Hirneise Jens, 2276, GER, FM, 20, 1992, 132.5052565561517, 26, 2217.423076923077 
24620998, M, Commercon Simon, 2200, GER, NULL, 20, 1986, 132.25809781835616, 27, 2183.4444444444443 
24621382, M, Harff Marcel, 2325, GER, FM, 10, 1990, 131.50119786766933, 31, 2348.7741935483873 
24622001, M, Mueer Sebastian, 2171, GER, NULL, 20, 1986, 138.76355427985632, 21, 2205.4761904761904 
24623075, M, Colpe Malte, 2357, GER, IM, 10, 1992, 129.56782534065542, 38, 2285.9473684210525 
24624322, M, Zelbel Patrick, 2456, GER, IM, 10, 1993, 135.77028214437024, 31, 2410.8387096774195 
24624632, M, Heimann Andreas, 2563, GER, GM, 10, 1992, 134.6685331568076, 76, 2465.2236842105262 
24633569, F, Osmanodja Filiz, 2256, GER, WGM, 20, 1996, 135.03377686983328, 70, 2313.8142857142857 
246336, F, Vanduyfhuys Daria, 2098, BEL, WFM, 20, 2003, 137.68651450792956, 39, 2041.3333333333333 
24634468, M, Braeuer Franz, 2447, GER, IM, 10, 1994, 130.01047528824978, 22, 2278.9545454545455 
24637416, M, Noetzel Felix, 2082, GER, NULL, 20, 1990, 135.99429930355655, 22, 2084.5 
24638056, M, Dann Matthias, 2465, GER, IM, 10, 1991, 136.0058553518301, 26, 2309.1153846153848 
24647837, M, Moehn Hans, 2363, GER, FM, 10, 1996, 137.5604863924678, 26, 2297.076923076923 
24650684, M, Wagner Dennis, 2580, GER, GM, 10, 1997, 137.75709430159134, 84, 2429.7738095238096 
24651516, M, Bluebaum Matthias, 2651, GER, GM, 10, 1997, 135.07364340180953, 123, 2553.6260162601625 
24652644, M, Lagunow Raphael, 2401, GER, IM, 10, 2000, 136.53470228725098, 67, 2371.6417910447763 
24654647, M, Hahn Markus, 2303, GER, FM, 20, 1994, 132.79686450947602, 23, 2207.8695652173915 
24656151, M, Humburg Philipp, 2237, GER, FM, 20, 1996, 137.13703728770335, 21, 2203.285714285714 
24656666, M, Hess Max, 2374, GER, FM, 10, 1997, 133.5731671326572, 25, 2362.8 
24660256, M, Gibicar Danijel, 2301, GER, FM, 20, 1996, 131.6310386918045, 28, 2298.714285714286 
24660752, M, Frischmann Rick, 2358, GER, FM, 20, 1994, 137.12188301488973, 21, 2319.190476190476 
24662259, M, Schroeder Jan-Christian, 2553, GER, GM, 10, 1998, 133.17609130495842, 31, 2424.1290322580644 
24662402, M, Baskin Robert, 2432, GER, IM, 10, 1999, 129.79319722905305, 41, 2277.2195121951218 
24670057, F, Klek Hanna Marie, 2315, GER, WGM, 20, 1995, 134.848166280231, 48, 2309.6666666666665 
24671827, M, Meissner Felix, 2375, GER, FM, 10, 1992, 136.13922447376402, 46, 2377.304347826087 
24679933, M, Maetzkow Maximilian Paul, 2283, GER, FM, 20, 2002, 134.61153575186307, 26, 2227.653846153846 
24684074, M, Yankelevich Lev, 2481, GER, GM, 10, 1997, 132.35154076338128, 89, 2403.6629213483147 
24692018, M, Noe Christopher, 2509, GER, IM, 10, 1996, 131.76502088347178, 52, 2372.403846153846 
24695653, M, Gungl Theo, 2352, GER, IM, 20, 2001, 131.39368750390923, 63, 2382.5238095238096 
248886, M, Dauw Sterre, 2280, BEL, FM, 20, 2002, 130.67985147260973, 32, 2117.71875 
2500124, M, Brady Stephen, 2261, IRL, FM, 20, 1969, 131.59531582527202, 25, 2205.32 
25001574, M, Singh Soram Rahul, 1904, IND, NULL, 20, 1986, 134.06719648123556, 22, 2222.181818181818 
25002112, M, Rathanvel V S, 2463, IND, IM, 10, 2001, 138.8063994526215, 30, 2443.1666666666665 
2500230, M, Morriss Pete, 2008, IRL, NULL, 20, 1947, 135.77680193556185, 21, 1983.5238095238096 
25002767, M, Iniyan P, 2534, IND, GM, 10, 2002, 133.7524191071358, 120, 2341.775 
2500434, M, Daly Colm, 2219, IRL, FM, 20, 1967, 133.761067892428, 32, 2189.28125 
25005600, F, Tanishka Kotia, 1787, IND, WFM, 20, 2003, 131.86535942481927, 39, 2144.3076923076924 
25006479, M, Karthik Venkataraman, 2486, IND, GM, 10, 1999, 132.43046111357873, 99, 2371.2727272727275 
2500698, M, Lyons Brendan, 1884, IRL, NULL, 20, 1963, 141.01936295712537, 26, 2080.653846153846 
2500736, M, Fox Anthony, 1931, IRL, NULL, 20, 1960, 131.69973552818627, 33, 2076.0 
2500833, M, Smith Andrew Philip, 2087, IRL, FM, 20, 1959, 129.87398651763434, 26, 2256.153846153846 
2500884, M, Cafolla Peter, 1900, IRL, NULL, 20, 1957, 139.00308871232787, 21, 2013.8095238095239 
2500892, M, Wallace Paul, 2172, IRL, NULL, 20, 1959, 132.74069398892328, 21, 2179.904761904762 
25008986, F, Harshini A, 2149, IND, WFM, 20, 2001, 135.90197466557012, 49, 2130.1428571428573 
25010352, M, Mohite Ranveer, 2277, IND, NULL, 20, 1997, 132.77619363151828, 24, 2385.6666666666665 
2501198, M, Collins Sam E., 2460, IRL, IM, 10, 1982, 135.39647553282654, 23, 2351.0 
25013971, F, Salonika Saina, 2209, IND, WIM, 20, 2003, 133.52799334151987, 42, 2214.5476190476193 
2501430, M, Astaneh Lopez Alex, 2419, IRL, IM, 10, 1987, 136.44120197996267, 45, 2308.0 
25014510, F, Aakanksha Hagawane, 2162, IND, WIM, 20, 2000, 135.1437441954911, 48, 2195.0833333333335 
2501511, M, Murray David, 2129, IRL, NULL, 20, 1984, 133.96181048707825, 34, 2178.5882352941176 
2501570, M, Delaney Killian, 2309, IRL, FM, 20, 1985, 134.1630849774915, 33, 2221.969696969697 
25017969, M, Shailesh Dravid, 2286, IND, FM, 20, 1998, 130.27604853083028, 60, 2306.15 
2501872, M, Moran Stephen, 2195, IRL, NULL, 20, 1990, 140.07565569886071, 23, 2150.608695652174 
2501961, M, Fitzsimons David, 2368, IRL, IM, 10, 1991, 135.88344181068385, 56, 2268.5 
25033972, M, Vatsal Singhania, 2189, IND, FM, 20, 2002, 132.55316755778992, 36, 2301.75 
25034430, M, Audi Ameya, 2401, IND, IM, 10, 1999, 134.3586614737333, 90, 2359.5666666666666 
25035347, F, Lakshmi C, 1956, IND, WFM, 20, 2003, 137.53234555109265, 24, 2075.4583333333335 
2503999, F, Mirza Diana, 1902, IRL, WFM, 20, 2000, 139.67643723384043, 29, 1953.448275862069 
25040073, M, Ojas Kulkarni, 2233, IND, NULL, 10, 1999, 131.40576841992169, 40, 2278.375 
25041142, M, Krishnater Kushager, 2410, IND, IM, 10, 2002, 130.61442200021443, 43, 2379.186046511628 
25043153, M, Siva Mahadevan, 2349, IND, IM, 10, 2001, 136.9494054789189, 26, 2239.346153846154 
25048236, M, Pimpalkhare Vedant, 2282, IND, CM, 20, 1997, 135.6939591240641, 27, 2213.814814814815 
25049615, F, Priyanka Nutakki, 2320, IND, WGM, 20, 2002, 137.11364869975878, 61, 2282.3934426229507 
25050389, F, Vantika Agrawal, 2362, IND, WGM, 20, 2002, 135.30358422802797, 71, 2226.323943661972 
25059530, M, Praggnanandhaa R, 2678, IND, GM, 10, 2005, 136.2045758792146, 176, 2542.3920454545455 
25060015, M, Sebastian, 1405, IND, NULL, 40, 1984, 137.6514006386861, 35, 1492.1714285714286 
25060783, M, Pranav V, 2548, IND, GM, 10, 2006, 138.7930556405637, 83, 2273.9518072289156 
25071688, M, Wagh Suyog, 2364, IND, FM, 20, 2000, 134.49208271194257, 48, 2278.7083333333335 
25072846, M, Aronyak Ghosh, 2521, IND, IM, 10, 2003, 132.56197919650234, 43, 2343.8372093023254 
25073060, M, Koustav Chatterjee, 2496, IND, IM, 10, 2003, 133.21562087254796, 55, 2407.3636363636365 
25073230, F, Rakshitta Ravi, 2219, IND, WIM, 20, 2005, 135.64326981767775, 58, 2245.3275862068967 
25075772, M, Om Kharola, 2314, IND, FM, 20, 2004, 133.69404760189295, 30, 2271.2 
2507986, M, Scott Luke, 1935, IRL, NULL, 20, 1999, 127.26320818393172, 23, 2000.9130434782608 
2508524, M, Li Henry, 2292, IRL, FM, 20, 2002, 134.05969922047572, 31, 2229.3225806451615 
25091468, M, Mahitosh Dey, 2134, IND, FM, 20, 2005, 135.1507035192618, 35, 2305.6 
25092340, M, Nihal Sarin, 2670, IND, GM, 10, 2004, 135.8360424664957, 191, 2595.832460732984 
2509393, M, Flynn Jacob, 2147, IRL, CM, 20, 2001, 134.45287997845608, 28, 2031.8214285714287 
2509571, M, Melaugh Gavin, 2033, IRL, NULL, 20, 2003, 140.4161781487302, 28, 2068.035714285714 
2509580, M, Melaugh Shane, 2125, IRL, CM, 20, 2001, 137.15859878627472, 44, 2137.8863636363635 
25096990, F, Mrudul Dehankar, 2168, IND, WIM, 40, 2004, 135.1085277512693, 54, 2111.462962962963 
2510243, M, Carroll Peter, 2087, IRL, CM, 20, 2002, 142.33623386655364, 37, 2018.8648648648648 
2510294, M, Moran Darragh, 1893, IRL, NULL, 20, 2002, 129.64845429782213, 21, 2066.0476190476193 
2511282, M, James Kevin, 1790, IRL, NULL, 20, 1947, 131.58782577607727, 21, 2017.0 
25689347, F, Harshita, 1070, IND, NULL, 40, 1992, 133.76667995463586, 29, 2073.7586206896553 
25796178, F, Divya, 1225, IND, NULL, 20, 2003, 136.2565276887041, 89, 2202.1348314606744 
25870750, M, Kotsinis Alexandros, 2156, GRE, NULL, 40, 2004, 137.4417001302392, 31, 1920.741935483871 
25965360, M, Harshavardhan G, 1179, IND, NULL, 40, 1996, 136.30308779628893, 32, 2308.90625 
2600013, M, Spraggett Kevin, 2472, CAN, GM, 10, 1954, 131.43292272883838, 46, 2277.978260869565 
2600072, M, Piasetski Leon, 2198, CAN, IM, 10, 1951, 134.27593292406272, 25, 2225.76 
2600170, M, Lesiege Alexandre, 2510, CAN, GM, 10, 1975, 134.98804340249765, 25, 2257.32 
2600226, M, Findlay Ian T., 2154, CAN, FM, 10, 1960, 134.75290340166754, 28, 2165.3571428571427 
2601079, M, Duong Thanh Nha, 2135, CAN, IM, 20, 1970, 136.29993577198746, 33, 2215.151515151515 
26021986, M, Micottis Dorian, 2240, FRA, FM, 20, 1997, 131.83787831046067, 21, 2231.809523809524 
26028654, M, Burri Quentin, 2399, FRA, IM, 10, 2001, 137.60528974404318, 26, 2354.3076923076924 
26028999, M, Gatineau Yovann, 2361, FRA, IM, 10, 2002, 135.86534057102585, 21, 2333.3809523809523 
2603659, M, Roussel-Roozmon Thomas, 2461, CAN, GM, 10, 1988, 132.1904551255072, 24, 2223.875 
26042410, M, Harutyunyan Ruben, 2402, FRA, FM, 10, 2003, 127.04359265460461, 26, 2308.5384615384614 
2604264, M, Masse Hugues, 2137, CAN, NULL, 20, 1983, 134.16404984417244, 36, 2171.027777777778 
2604922, M, Noritsyn Nikolay, 2446, CAN, IM, 10, 1991, 136.41212759679146, 36, 2387.25 
2605058, M, Thavandiran Shiyam, 2366, CAN, IM, 10, 1992, 132.63235954630778, 42, 2396.7619047619046 
2606577, M, Hambleton Aman, 2437, CAN, GM, 10, 1992, 135.2052419717994, 37, 2370.4324324324325 
2606674, M, Plotkin Victor, 2290, CAN, FM, 20, 1968, 135.52150873112888, 23, 2249.9565217391305 
2606771, M, Hansen Eric, 2609, CAN, GM, 10, 1992, 131.0381093742453, 101, 2533.3465346534654 
2606879, M, Abrahams Daniel, 2124, CAN, NULL, 20, 1987, 130.958778434045, 25, 2183.28 
26092131, M, Travadon Loic, 2462, FRA, IM, 10, 2002, 132.93002036277747, 45, 2399.8888888888887 
26093189, M, Vlachos Anatole, 2442, GRE, IM, 10, 2002, 133.59962313620753, 23, 2358.9565217391305 
2611651, M, Plotkin Mark, 2361, CAN, IM, 10, 1998, 138.80675134471815, 34, 2256.3529411764707 
2613280, M, Preotu Razvan, 2493, CAN, GM, 10, 1999, 128.23447029256428, 33, 2383.4848484848485 
2614782, M, Chiku-Ratte Olivier-Kenta, 2344, CAN, IM, 10, 1999, 131.96624658959814, 85, 2221.6823529411763 
2616378, M, Talukdar Rohan, 2359, CAN, IM, 10, 2003, 136.1630955260088, 28, 2302.6785714285716 
2616688, M, Yu Zong Yang, 2387, CAN, FM, 10, 1999, 136.85724799175378, 37, 2272.837837837838 
2617188, M, Dukic Zachary, 2254, CAN, FM, 20, 1997, 138.66035755821545, 33, 2238.4848484848485 
2618150, M, Hua Eugene, 2262, CAN, FM, 20, 2003, 135.06403293017567, 31, 2175.2903225806454 
2619156, M, Kang Dorian, 2019, CAN, CM, 40, 2006, 139.5466377387069, 22, 2125.3636363636365 
2619644, M, Saha Ananda, 2036, CAN, CM, 20, 2000, 137.8192991673683, 53, 2075.3584905660377 
2619750, M, Li William, 2128, CAN, CM, 20, 2002, 136.33147794639066, 32, 2149.8125 
2619903, M, Huang Qiuyu, 2043, CAN, FM, 40, 2004, 129.73037787256243, 41, 2022.8048780487804 
2620049, M, Rodrigue-Lemieux Shawn, 2465, CAN, IM, 10, 2004, 137.69731796589812, 97, 2196.6082474226805 
2620090, M, Vettese Nicholas, 2310, CAN, IM, 20, 2004, 133.79250920263016, 33, 2160.060606060606 
2620472, F, Ouellet Maili-Jade, 2204, CAN, WGM, 20, 2002, 136.13013308039228, 23, 2187.9565217391305 
2620740, M, Zhao Ian, 2307, CAN, FM, 20, 2005, 136.28888965961207, 28, 2199.5 
2624770, M, Richard Leo, 1734, CAN, NULL, 40, 2005, 132.17506255171972, 22, 2023.3636363636363 
2624893, M, Zheng Richard, 2153, CAN, FM, 40, 2006, 136.08267054267853, 32, 1939.78125 
2624907, M, Zhong Kevin, 2120, CAN, FM, 40, 2008, 139.8514820047131, 39, 2016.5128205128206 
2628236, M, Craciun David, 1773, CAN, NULL, 40, 2005, 134.0375948337552, 22, 1960.3636363636363 
2632527, M, Nunez-Painchaud Raphael, 2087, CAN, NULL, 20, 1996, 134.31588942703803, 32, 2051.0 
2800012, M, Psakhis Lev, 2448, ISR, GM, 10, 1958, 136.2381388492919, 21, 2336.0 
2800039, M, Greenfeld Alon, 2460, ISR, GM, 10, 1964, 131.77073816001487, 48, 2365.75 
2800047, M, Rechlis Gad, 2475, ISR, GM, 10, 1967, 139.6087582708939, 27, 2366.5555555555557 
2800071, M, Mindlin Alon, 2432, ISR, IM, 10, 1996, 137.18045548798884, 21, 2290.2380952380954 
2800101, M, Soffer Ram, 2471, ISR, GM, 10, 1965, 133.93490929223307, 37, 2377.4864864864867 
2800209, M, Birnboim Nathan, 2361, ISR, IM, 10, 1950, 131.7554456730161, 45, 2231.511111111111 
2800403, M, Lederman Leon, 2215, ISR, IM, 10, 1947, 136.24752893126765, 35, 2217.4 
2800476, F, Andolfatto Maria, 2050, ITA, NULL, 20, 2001, 136.17162562174752, 29, 2124.344827586207 
2800705, M, Zoler Dan, 2461, ISR, GM, 10, 1974, 131.93330567310485, 39, 2443.2051282051284 
2800802, M, Kogan Arthur, 2471, ISR, GM, 10, 1974, 139.00068573373957, 50, 2357.72 
2801639, M, Berkovich Mark A, 2308, ISR, IM, 10, 1952, 136.1727926864227, 25, 2202.68 
2801698, M, Haimovich Tal, 2382, ISR, IM, 10, 1975, 134.5414157677763, 23, 2441.5652173913045 
2801892, M, Maryasin Boris, 2258, ISR, IM, 10, 1950, 131.99128077567738, 37, 2175.2432432432433 
2801914, M, Mikhalevski Victor, 2517, ISR, GM, 10, 1972, 134.5771913559023, 101, 2458.871287128713 
2801990, M, Smirin Ilia, 2596, ISR, GM, 10, 1968, 132.20625296563753, 98, 2533.4795918367345 
2802007, M, Sutovsky Emil, 2615, ISR, GM, 10, 1977, 134.27162183627468, 29, 2478.206896551724 
2802090, M, Oratovsky Michael, 2422, ISR, GM, 10, 1974, 129.79672159313057, 41, 2361.9024390243903 
2803828, M, Huzman Alexander, 2526, ISR, GM, 10, 1962, 130.59190728519434, 66, 2493.878787878788 
2804158, M, Roiz Michael, 2577, ISR, GM, 10, 1983, 133.53523398595203, 24, 2408.125 
2804336, M, Reshef Omer, 2488, ISR, IM, 10, 1997, 131.77195785260167, 21, 2443.0 
2804344, M, Postny Evgeny, 2588, ISR, GM, 10, 1981, 133.30654423826522, 237, 2475.2194092827003 
2805642, M, Erenburg Sergey, 2559, USA, GM, 10, 1983, 135.47042249279306, 43, 2554.3488372093025 
2805677, M, Gelfand Boris, 2667, ISR, GM, 10, 1968, 132.35154163653755, 147, 2662.013605442177 
2806070, M, Grinberg Eyal, 2491, ISR, IM, 10, 1998, 130.0269664986019, 51, 2427.156862745098 
2806851, M, Rodshtein Maxim, 2618, ISR, GM, 10, 1989, 128.7409399082407, 82, 2568.8658536585367 
2807394, M, Caspi Israel, 2472, ISR, GM, 10, 1989, 130.49144873989238, 43, 2415.3023255813955 
2808528, M, Galburd Yan, 2430, ISR, IM, 10, 1992, 138.11973483775657, 23, 2432.0434782608695 
2809052, M, Nabaty Tamir, 2629, ISR, GM, 10, 1991, 135.02238258354913, 82, 2550.548780487805 
2809958, M, Baron Tal, 2508, ISR, GM, 10, 1992, 134.83446571158694, 83, 2476.578313253012 
2810280, M, Veinberg Nimrod, 2400, ISR, IM, 10, 1996, 136.93022603387587, 32, 2370.96875 
2810301, M, Bakalchuk Johnatan, 2442, ISR, IM, 10, 1998, 129.78195114326803, 26, 2399.153846153846 
2810549, M, Zlatin Alexander, 2324, ISR, FM, 20, 2001, 133.6618489619749, 44, 2374.840909090909 
2810964, F, Efroimski Marsel, 2470, ISR, IM, 10, 1995, 136.6312017910531, 44, 2347.0227272727275 
2811472, M, Poleg Matan, 2291, ISR, FM, 20, 1996, 139.65521916809956, 26, 2382.423076923077 
2811529, M, Tifferet Shaked, 2226, ISR, FM, 20, 2000, 138.42941075402004, 48, 2265.2708333333335 
2811634, M, Erenberg Ariel, 2514, ISR, IM, 10, 2001, 133.79049495935217, 126, 2403.095238095238 
2812320, M, Kobo Ori, 2554, ISR, GM, 10, 1997, 130.75089661017887, 23, 2375.5652173913045 
2812398, M, Poleg Dan, 2193, ISR, FM, 20, 2001, 127.7330554199256, 24, 2299.4583333333335 
2813394, M, Gorodetzky Matan, 2333, ISR, FM, 20, 2003, 135.30143005570247, 50, 2238.08 
2813408, M, Parkhov Yair, 2470, ISR, IM, 10, 2002, 131.7727782977793, 70, 2310.2 
2813416, M, Gorodetzky David, 2495, ISR, IM, 10, 2000, 133.73070200990364, 93, 2418.2365591397847 
2813742, F, Lahav Michal, 2187, ISR, WIM, 20, 1999, 135.38067693930523, 57, 2274.1929824561403 
2814790, M, Emanuel Yahav, 2351, ISR, FM, 20, 2002, 134.60395098734057, 42, 2390.690476190476 
2815109, F, Levitan Ronit, 1989, ISR, WFM, 40, 2004, 138.95126527952362, 23, 1918.9565217391305 
2815400, M, Levi Netanel, 2179, ISR, NULL, 20, 2001, 139.12609537931672, 49, 2251.8571428571427 
2815532, M, Gorshtein Ido, 2469, ISR, IM, 10, 2002, 132.94342063751822, 41, 2358.7073170731705 
2815770, M, Bronstein Or, 2442, ISR, IM, 10, 2001, 133.66825026555594, 78, 2380.858974358974 
2816393, F, Katkov Michelle, 2220, ISR, WFM, 20, 2003, 141.5851278948668, 36, 2051.5833333333335 
2816453, M, Bettalli Francesco, 2211, ITA, FM, 20, 2004, 130.92760526325526, 26, 2125.3846153846152 
2816750, M, Rozen Eytan, 2459, ISR, IM, 10, 2006, 142.77351226853852, 32, 2240.15625 
2816776, M, Globus Or, 2411, ISR, FM, 10, 2003, 132.11322064983543, 35, 2297.6 
2816784, M, Musyuk Lior, 2343, ISR, FM, 20, 2005, 129.91895985593416, 43, 2180.3953488372094 
2817144, M, Aroesti Roee, 2158, ISR, FM, 20, 1999, 135.83231224159482, 22, 2272.409090909091 
2817247, M, Lumachi Gabriele, 2394, ITA, FM, 20, 2003, 133.48640907550015, 39, 2326.4871794871797 
2817276, M, Iliaguev Nisim, 2364, ISR, FM, 20, 2001, 131.18638808820236, 63, 2250.285714285714 
2818434, M, Iliaguev Daniel, 2139, ISR, NULL, 20, 2003, 133.28457450694245, 35, 2057.8 
2820242, M, Sokolovsky Yahli, 2414, ISR, IM, 10, 2006, 135.94800295809733, 54, 2228.685185185185 
2822237, M, Milikow Yoav, 2414, ISR, IM, 10, 2004, 132.8236065915686, 41, 2329.8536585365855 
2822776, M, Hoffmann Yair, 2359, ISR, FM, 20, 2005, 139.06851868132063, 25, 2219.6 
2831193, F, Ahmed Walijah, 1977, BAN, WCM, 20, 2003, 131.23473280315596, 22, 1651.909090909091 
2900017, M, Georgiev Kiril, 2543, MKD, GM, 10, 1965, 133.6188184329162, 96, 2448.4583333333335 
2900050, M, Dimitrov Vladimir, 2269, BUL, GM, 10, 1968, 130.03462783483565, 25, 2211.36 
2900084, M, Topalov Veselin, 2728, BUL, GM, 10, 1975, 135.06307292332176, 92, 2743.2608695652175 
2900165, M, Popchev Milko, 2216, BUL, GM, 10, 1964, 132.79425681312938, 62, 2274.8064516129034 
2900394, M, Delchev Aleksander, 2497, BUL, GM, 10, 1971, 132.46782213820399, 79, 2390.1012658227846 
2900440, M, Chatalbashev Boris, 2470, DEN, GM, 10, 1974, 131.41285271596038, 53, 2349.735849056604 
2901188, M, Petkov Vladimir, 2462, BUL, GM, 10, 1971, 128.46056797021234, 24, 2277.2083333333335 
2901773, M, Petrov Marian, 2453, BUL, GM, 10, 1975, 132.8709061808286, 24, 2259.25 
2902257, F, Stefanova Antoaneta, 2442, BUL, GM, 10, 1979, 136.7630295511273, 171, 2418.1169590643276 
2905540, M, Cheparinov Ivan, 2694, BUL, GM, 10, 1986, 133.24598237694295, 182, 2597.4175824175823 
2905710, M, Nikolov Momchil, 2479, BUL, GM, 10, 1985, 129.8429350648605, 63, 2346.4444444444443 
2906139, M, Kukov Velislav, 2342, BUL, IM, 10, 1983, 132.71660353641042, 30, 2266.0 
2907127, M, Arnaudov G. Petar, 2454, BUL, GM, 10, 1986, 130.9425920993771, 49, 2409.6530612244896 
2907712, M, Enchev Ivajlo, 2444, BUL, GM, 10, 1989, 132.7930002300828, 52, 2364.8653846153848 
2907798, M, Andreev Stanislav, 2019, BUL, NULL, 20, 1983, 129.13203453092345, 25, 2160.44 
2908549, M, Dimitrov Radoslav, 2499, BUL, GM, 10, 1993, 135.51834188785148, 77, 2403.6493506493507 
2911086, M, Petrov Martin, 2535, BUL, GM, 10, 2000, 132.90250938010698, 56, 2355.7678571428573 
2914794, M, Stefanov Emil, 2343, BUL, IM, 10, 1999, 131.22647973630274, 32, 2267.9375 
2915138, F, Salimova Nurgyul, 2379, BUL, IM, 10, 2003, 133.8423304203826, 70, 2245.8 
2915235, F, Antova Gabriela, 2302, BUL, FM, 20, 2002, 138.2337292934868, 117, 2270.5384615384614 
2915405, F, Radeva Viktoria, 2275, BUL, WGM, 20, 2001, 137.22160996324337, 86, 2189.686046511628 
2916711, F, Peycheva Gergana, 2317, BUL, FM, 20, 2003, 134.69627889925914, 46, 2155.695652173913 
2917173, M, Stoyanov Tsvetan, 2456, BUL, IM, 10, 2004, 134.6567112597592, 77, 2319.5454545454545 
2918927, M, Yordanov Lachezar, 2294, BUL, FM, 20, 2001, 136.65706231380528, 30, 2285.633333333333 
2921103, F, Mehmed Elif, 2092, BUL, WFM, 40, 2004, 129.61252858763638, 25, 2246.92 
2921642, M, Petkov Momchil, 2531, BUL, GM, 10, 2005, 133.91838793784015, 26, 2199.6153846153848 
